title,area,rating,n_reviews,reference
Крылья на Невском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al271748/reviews
"Курская, 10 1*","Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al22225/reviews
Лофт на Садовой 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al292542/reviews
Нарвский,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al282866/reviews
Номера на Гончарной,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al296357/reviews
Планета,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al226561/reviews
Респекталь 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al171298/reviews
СПБ Ренталс,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al308215/reviews
Станция G73 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al172666/reviews
Старая Вена 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al61136/reviews
Тучков Мост,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al315781/reviews
Тучков у Дворцовой,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al296668/reviews
У Львиного Моста,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al292448/reviews
Фонтанка 64,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al296358/reviews
New Day,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.88,2,https://tophotels.ru/hotel/al274578/reviews
Rainbow Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al88999/reviews
Архитектор,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al151616/reviews
Центр-Хлеб гостиница квартирного типа,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al53623/reviews
Демократ на Фонтанке 104,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,1,https://tophotels.ru/hotel/al318703/reviews
Невская Панорама,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al311948/reviews
Старый Город 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al90957/reviews
Адмирал 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.81,6,https://tophotels.ru/hotel/al17086/reviews
Rinaldi на Московском - I 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.78,3,https://tophotels.ru/hotel/al17043/reviews
Невский 140 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.78,6,https://tophotels.ru/hotel/al309795/reviews
Galerea 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,2,https://tophotels.ru/hotel/al90942/reviews
ПитерДом Облака,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,2,https://tophotels.ru/hotel/al311563/reviews
Arkadia 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.69,25,https://tophotels.ru/hotel/al16599/reviews
Дворы Капеллы,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,3,https://tophotels.ru/hotel/al22189/reviews
Дом Вяземской 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al63940/reviews
Меркурий 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al102152/reviews
На Садовой 26 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al282442/reviews
Невские Сны,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al282909/reviews
Невский 150,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al54355/reviews
Саквояж 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al307148/reviews
Fortune Inn 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al318577/reviews
Мама Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al101776/reviews
Невская Классика На Малой Морской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.63,2,https://tophotels.ru/hotel/al283547/reviews
Арка Мини-Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.58,2,https://tophotels.ru/hotel/al275442/reviews
Невский 98 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.58,3,https://tophotels.ru/hotel/al80394/reviews
Comfort Hotel (Комфорт Отель) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.52,13,https://tophotels.ru/hotel/al17020/reviews
A'liva (Алива),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,2,https://tophotels.ru/hotel/al101315/reviews
Gutenberg Hotel (Гутенберг),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al316797/reviews
Кофе с молоком на Фонтанке,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,2,https://tophotels.ru/hotel/al250602/reviews
Кронверкская 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,2,https://tophotels.ru/hotel/al40546/reviews
Мини-отель Адмирал,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,2,https://tophotels.ru/hotel/al175759/reviews
Пулково,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,2,https://tophotels.ru/hotel/al171753/reviews
Невский Центр,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.48,18,https://tophotels.ru/hotel/al24813/reviews
BridgeTown,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.44,3,https://tophotels.ru/hotel/al62716/reviews
Друзья на Банковском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,2,https://tophotels.ru/hotel/al77924/reviews
9 Skies (9 Небес),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,2,https://tophotels.ru/hotel/al312533/reviews
Hotel GP на Звенигородской 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,2,https://tophotels.ru/hotel/al95041/reviews
Вояж (Voyage) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,2,https://tophotels.ru/hotel/al292437/reviews
Мой Отель 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,2,https://tophotels.ru/hotel/al309728/reviews
Северная (Ведомственная гостиница),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.33,1,https://tophotels.ru/hotel/al87373/reviews
Simple Hostel На Гороховой,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.25,2,https://tophotels.ru/hotel/al274326/reviews
Метро-Тур Хостел 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.25,2,https://tophotels.ru/hotel/al274136/reviews
Nevsky Hotel DeLuxe 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al29516/reviews
Басков,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al197214/reviews
Ведомственное Общежитие Столярный 6,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al124730/reviews
Идиллия Инн 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al156861/reviews
Посадский Двор,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,3,https://tophotels.ru/hotel/al54351/reviews
Ра Рыбинская 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,3,https://tophotels.ru/hotel/al253349/reviews
Роял Антарес 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al102160/reviews
Zlatoust- Voeikova House 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.17,2,https://tophotels.ru/hotel/al49319/reviews
Catherine Art Hotel (Катарина Арт Отель),"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.08,3,https://tophotels.ru/hotel/al318406/reviews
Демократ на Невском 147,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.08,2,https://tophotels.ru/hotel/al316240/reviews
Лион Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.08,3,https://tophotels.ru/hotel/al171539/reviews
Nouvelle Europe гостевые комнаты,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.06,6,https://tophotels.ru/hotel/al36934/reviews
Pop-Art,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,2,https://tophotels.ru/hotel/al242740/reviews
Амплуа,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,2,https://tophotels.ru/hotel/al135927/reviews
Лагуна Хостел,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,2,https://tophotels.ru/hotel/al296724/reviews
Мир 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,2,https://tophotels.ru/hotel/al65673/reviews
Невская Классика,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,2,https://tophotels.ru/hotel/al275862/reviews
Невский Клуб 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.0,18,https://tophotels.ru/hotel/al18663/reviews
"Акме на ул. Рубинштейна, 23 3*","Россия, Санкт-Петербургский регион, Санкт-Петербург",3.91,9,https://tophotels.ru/hotel/al33579/reviews
Амос Отель Невский Комфорт 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,2,https://tophotels.ru/hotel/al284529/reviews
Капитан,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.67,2,https://tophotels.ru/hotel/al248907/reviews
Anichkov Bridge 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,2,https://tophotels.ru/hotel/al142789/reviews
Rinaldi на Невском 105 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,7,https://tophotels.ru/hotel/al17046/reviews
Мини-Отель на Советской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,1,https://tophotels.ru/hotel/al295914/reviews
Шоколад 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.5,2,https://tophotels.ru/hotel/al292483/reviews
Best Value Hotel 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.46,9,https://tophotels.ru/hotel/al35305/reviews
Крыша 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.44,4,https://tophotels.ru/hotel/al63271/reviews
Премиум Отель Забава 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.33,2,https://tophotels.ru/hotel/al202217/reviews
Акме на ул. Малая Морская 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.29,7,https://tophotels.ru/hotel/al39795/reviews
Solo Панорама,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.25,5,https://tophotels.ru/hotel/al306077/reviews
Царицын Луг 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.18,7,https://tophotels.ru/hotel/al44969/reviews
Аллегро на Московском 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.17,4,https://tophotels.ru/hotel/al90315/reviews
Ближние Дубки,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.17,3,https://tophotels.ru/hotel/al257568/reviews
HiLoft Hostel & Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al320526/reviews
Фонтанка 58 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al296666/reviews
Алекс Отель на Богатырском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.67,2,https://tophotels.ru/hotel/al54520/reviews
ИПКВ 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.67,2,https://tophotels.ru/hotel/al172584/reviews
Соната на Невском 5,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.67,2,https://tophotels.ru/hotel/al249068/reviews
Rinaldi на Московском 18 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.63,7,https://tophotels.ru/hotel/al47702/reviews
Большая Морская 7 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.0,3,https://tophotels.ru/hotel/al292990/reviews
Дом Бенуа,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,3,https://tophotels.ru/hotel/al250365/reviews
CUBA,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al35189/reviews
Four Seasons Hotel Lion Palace St. Petersburg 5*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al198605/reviews
Grand Catherine Palace 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al322976/reviews
Hostel Hi Loft 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al317064/reviews
Nevsky Loft Studio 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al274585/reviews
RiverSide Hostel Невский,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274727/reviews
Sokroma Mystery,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al324398/reviews
Аморе (Amore),"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al225538/reviews
Аттенд,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al317659/reviews
Белая Ночь,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296682/reviews
Большой 19,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al275362/reviews
Калейдоскоп Дизайн,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al296293/reviews
На Саперном 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,5,https://tophotels.ru/hotel/al148564/reviews
Номера На Загородном Проспекте (закрыт) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,3,https://tophotels.ru/hotel/al274257/reviews
Самсонов на Лиговском проспекте 84,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al273657/reviews
Самсонов Отель на Лиговском 65,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al323943/reviews
Станция L1 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al314153/reviews
Шанхай 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al132345/reviews
15th Line,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al125155/reviews
AMADEO 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al39683/reviews
Anturage 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al72696/reviews
Baryshkoff Hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al100070/reviews
Egyptian House Bed & Breakfast,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al309620/reviews
Emily Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al274659/reviews
Filippov hotel I 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al18664/reviews
Hotel 918,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al317164/reviews
Levada Park-Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al317891/reviews
Like Hostel на Петроградке,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al306614/reviews
Mary House 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al275889/reviews
Nikonov Hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al283403/reviews
OldCity Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al296692/reviews
Prosto Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al307172/reviews
RiverSide Hostel Мойка 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al274254/reviews
Sky Apart Pulkovo,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al324005/reviews
Smart Accommodation,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al314269/reviews
Sokroma Jules Verne,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al324406/reviews
Sokroma Olimpia,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al324401/reviews
Sokroma Глобус,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al324407/reviews
The Red by Center Hotels 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al317718/reviews
Travel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al296075/reviews
Авангард 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al306070/reviews
Австрийский дворик-II 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al50264/reviews
Акме на Невском 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al91104/reviews
Актив,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al130233/reviews
Арина Родионовна Хостел 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al274158/reviews
Бонжур,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al296665/reviews
Велес 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al275396/reviews
Вид На Неву,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al296069/reviews
Грибоедов Хаус 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al306074/reviews
Демидов (Demidov) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al292477/reviews
Друзья на Невском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al30419/reviews
Кадетская 29 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al138811/reviews
Камара,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al311096/reviews
Кот На Крыше 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al296076/reviews
Красноармейская,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al71337/reviews
Мини-Отель Питер,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al168810/reviews
Миссис Хадсон 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al293811/reviews
Невский 72,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al314163/reviews
Одри,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al282981/reviews
Олимп,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al130231/reviews
Петровская арка на Гончарной,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,2,https://tophotels.ru/hotel/al61334/reviews
Петровский Арт Лофт 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al323104/reviews
ПИО на Грибоедова 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al63284/reviews
Подсолнух,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al282870/reviews
"Пушкинская, 10 3*","Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al60559/reviews
Серебряный Шар 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al296693/reviews
Станция V18 (Station Premier V18) 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al321228/reviews
Стасов (Stasov Hotel) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al225570/reviews
Усадьба Державина,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al305876/reviews
Форте Инн (Forte Inn) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al292439/reviews
Хостел Кропоткин,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al274273/reviews
Хостел Табурет 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al274139/reviews
Цветы,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al321514/reviews
Центр Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al309696/reviews
Чей Чемодан? Хостел 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al274266/reviews
Эридан,"Россия, Санкт-Петербургский регион, Санкт-Петербург",5.0,1,https://tophotels.ru/hotel/al296051/reviews
Вернисаж 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.92,2,https://tophotels.ru/hotel/al57253/reviews
Filippov hotel II 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,2,https://tophotels.ru/hotel/al18666/reviews
Hakuna Matata,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,1,https://tophotels.ru/hotel/al144053/reviews
Holiday Inn Express St. Petersburg - Sadovaya 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,1,https://tophotels.ru/hotel/al316860/reviews
Randhouse Морская B&B,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,1,https://tophotels.ru/hotel/al151585/reviews
Арт-Отель Радищев 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,1,https://tophotels.ru/hotel/al90364/reviews
Ария 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.83,1,https://tophotels.ru/hotel/al318587/reviews
Angelio-M House,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,1,https://tophotels.ru/hotel/al296660/reviews
Greenfeel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,1,https://tophotels.ru/hotel/al311210/reviews
Mesto Hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,1,https://tophotels.ru/hotel/al275426/reviews
Друзья на Чехова,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,2,https://tophotels.ru/hotel/al116615/reviews
Отель Онегин 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,2,https://tophotels.ru/hotel/al170685/reviews
Пастель на Невском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,1,https://tophotels.ru/hotel/al283400/reviews
Райский Уголок 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.75,1,https://tophotels.ru/hotel/al275421/reviews
GhOtel На Невском 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al318621/reviews
Версаль Отель 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al276204/reviews
Корона 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al293805/reviews
Меланж 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al82795/reviews
СПБВергаз 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,2,https://tophotels.ru/hotel/al90975/reviews
Crazy Duck 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al66565/reviews
Fontanka Inn,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al60424/reviews
House of Nationalities 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al102551/reviews
Sweet,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al62720/reviews
Бульданеш,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al37307/reviews
На Петроградской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.67,1,https://tophotels.ru/hotel/al63356/reviews
Casa Leto,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.56,3,https://tophotels.ru/hotel/al27999/reviews
Apart hotel Prestige,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al322651/reviews
Art Deco Nevsky 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al324390/reviews
Butterfly 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al39953/reviews
Hostel City 812 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al274295/reviews
Sunny,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al100335/reviews
Акварели на Невском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al90303/reviews
Антракт,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al225285/reviews
Апартаменты Котики,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al320727/reviews
Апарт-Отель на Итальянской 1,"Россия, Санкт-Петербургский регион, Санкт-Петербург",4.5,1,https://tophotels.ru/hotel/al272297/reviews
