title,area,rating,n_reviews,reference
Марк Инн,"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al90955/reviews
Новая История (Novaya Istoriya),"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al312052/reviews
Особняк Военного Министра (Milutin Palace),"Россия, Санкт-Петербургский регион, Санкт-Петербург",3.0,1,https://tophotels.ru/hotel/al203408/reviews
Слон в Лавке 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.75,3,https://tophotels.ru/hotel/al310477/reviews
Gala Hotel (Гала),"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.67,1,https://tophotels.ru/hotel/al282911/reviews
Шарм 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.67,3,https://tophotels.ru/hotel/al22398/reviews
Юго-Западная,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.67,1,https://tophotels.ru/hotel/al114628/reviews
T-Hotel 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.5,1,https://tophotels.ru/hotel/al275817/reviews
Ланселот 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.5,3,https://tophotels.ru/hotel/al81317/reviews
Преображенская,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.5,2,https://tophotels.ru/hotel/al35144/reviews
Якорь и Штурвал,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.5,1,https://tophotels.ru/hotel/al312743/reviews
Причал 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.33,1,https://tophotels.ru/hotel/al92823/reviews
Obukhoff (Обухофф) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.33,1,https://tophotels.ru/hotel/al40403/reviews
Сабрина 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.04,9,https://tophotels.ru/hotel/al27809/reviews
Electric Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.0,2,https://tophotels.ru/hotel/al274695/reviews
Luxa Style 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.0,1,https://tophotels.ru/hotel/al50021/reviews
Nevsky House Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.0,1,https://tophotels.ru/hotel/al310309/reviews
NordKapp Nevsky,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.0,1,https://tophotels.ru/hotel/al312914/reviews
На Садовой,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.0,1,https://tophotels.ru/hotel/al40949/reviews
Ника 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",2.0,1,https://tophotels.ru/hotel/al38505/reviews
Хостел Лэнд,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.67,2,https://tophotels.ru/hotel/al306936/reviews
The House in Colomna 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.67,2,https://tophotels.ru/hotel/al28696/reviews
SuperHostel На Невском 117,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.5,1,https://tophotels.ru/hotel/al274693/reviews
Hostel 13,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.33,1,https://tophotels.ru/hotel/al130580/reviews
New Life Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.33,2,https://tophotels.ru/hotel/al306719/reviews
Kakadueva,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.17,2,https://tophotels.ru/hotel/al71804/reviews
Edelweiss (Эдельвейс) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al275752/reviews
Four Rooms 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al35184/reviews
Guest Rooms Perfect,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al310478/reviews
Landorff Hotel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al129053/reviews
PeterHouse Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al274330/reviews
Rinaldi у Летнего Сада,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al225559/reviews
Rinaldi у Петропавловской,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al171347/reviews
SPBINN Pablo,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al319865/reviews
STN Apartments Near Hermitage,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,4,https://tophotels.ru/hotel/al120040/reviews
Гостевой Дом Исаакиевская Площадь,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,2,https://tophotels.ru/hotel/al296683/reviews
Метеорит,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al35150/reviews
Перрон,"Россия, Санкт-Петербургский регион, Санкт-Петербург",1.0,1,https://tophotels.ru/hotel/al100502/reviews
Apart-hotel Elagin (Елагин апарт) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al318806/reviews
A'сapella (Акапелла) 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al249066/reviews
Cinema Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274253/reviews
City Hostel На Гороховой,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al274346/reviews
Inger Hostel,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al61231/reviews
My Space,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296077/reviews
Randhouse Сенная B&B,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al296331/reviews
Red Apple 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al306289/reviews
Rinaldi На Московском - II,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al171348/reviews
Stay Simple Hostel 2*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al138787/reviews
Абажур На Лиговке 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275384/reviews
Алекс Отель на Балтийской 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al198601/reviews
Альрин На Фонтанке,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275390/reviews
Вероника 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al90981/reviews
Геральда На Невском 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275393/reviews
Гостевой Дом Макаров,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al296244/reviews
Гостиный дом на Невском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al314902/reviews
Дом Кумовича,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al173287/reviews
Крона,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al290146/reviews
Ливадия Хостел,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274319/reviews
На Мучном (закрыт),"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al248362/reviews
На Рижском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al276261/reviews
На Шмидта,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275873/reviews
Оранж,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al305973/reviews
Петровская Пристань 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al90959/reviews
Почтамтская 10,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al218828/reviews
Поэзия,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al276232/reviews
Сова Апарт-Отель 4*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al284740/reviews
Солнце,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275723/reviews
Страна Чудес На Невском,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al274705/reviews
Тот Самый Хостел,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,2,https://tophotels.ru/hotel/al274300/reviews
Царская Столица 3*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al321347/reviews
Черчилль Отель 1*,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al275395/reviews
Элефант Отель,"Россия, Санкт-Петербургский регион, Санкт-Петербург",0.0,1,https://tophotels.ru/hotel/al315281/reviews
